category,city,country_region,customer_id,customer_name,order_date,order_id,postal_code,product_id,product_name,region,row_id,segment,ship_date,ship_mode,ship_status,state,sub_category,days_to_ship_actual,days_to_ship_scheduled,discount,profit,quantity,sales,sales_forecast
Office Supplies,Utica,United States,LS-17245,Lynn Smith,2018-11-26,CA-2018-124730,13501,OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,East,5818,Consumer,2018-11-26,Same Day,Shipped On Time,New York,Binders,0,0,0.2,6,4,17,18
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,2019-09-24,CA-2019-113131,43229,OFF-AR-10003504,Newell 347,East,9574,Consumer,2019-09-24,Same Day,Shipped On Time,Ohio,Art,0,0,0.2,2,5,17,18
Office Supplies,New York City,United States,TB-21625,Trudy Brown,2021-05-25,CA-2021-120168,10009,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,East,8013,Consumer,2021-05-25,Same Day,Shipped On Time,New York,Binders,0,0,0.2,207,5,664,687
Office Supplies,Columbus,United States,DO-13435,Denny Ordway,2018-10-03,CA-2018-108903,43229,OFF-EN-10004030,Convenience Packs of Business Envelopes,East,5601,Consumer,2018-10-03,Same Day,Shipped On Time,Ohio,Envelopes,0,0,0.2,5,5,14,15
Office Supplies,Philadelphia,United States,CL-11890,Carl Ludwig,2021-06-10,US-2021-131583,19143,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",East,3395,Consumer,2021-06-10,Same Day,Shipped On Time,Pennsylvania,Paper,0,0,0.2,15,6,40,41
Office Supplies,Marion,United States,DK-13375,Dennis Kane,2019-12-06,CA-2019-131884,43302,OFF-AR-10004078,Newell 312,East,2223,Consumer,2019-12-06,Same Day,Shipped On Time,Ohio,Art,0,0,0.2,5,8,37,39
Office Supplies,Philadelphia,United States,JO-15280,Jas O'Carroll,2018-03-31,CA-2018-112403,19120,OFF-BI-10003529,Avery Round Ring Poly Binders,East,4712,Consumer,2018-03-31,Same Day,Shipped On Time,Pennsylvania,Binders,0,0,0.7,-1,1,1,1
Office Supplies,Columbus,United States,RB-19435,Richard Bierner,2018-10-10,US-2018-105137,43229,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",East,8874,Consumer,2018-10-10,Same Day,Shipped On Time,Ohio,Binders,0,0,0.7,-13,2,18,19
Office Supplies,Philadelphia,United States,BM-11785,Bryan Mills,2019-09-25,CA-2019-160787,19143,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",East,9437,Consumer,2019-09-25,Same Day,Shipped On Time,Pennsylvania,Binders,0,0,0.7,-2,2,3,3
Office Supplies,Columbus,United States,SP-20920,Susan Pistek,2021-03-16,CA-2021-161172,43229,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,East,8527,Consumer,2021-03-16,Same Day,Shipped On Time,Ohio,Binders,0,0,0.7,-3,3,5,5
Office Supplies,Springfield,United States,SW-20245,Scot Wooten,2018-07-20,CA-2018-142965,45503,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,East,4396,Consumer,2018-07-20,Same Day,Shipped On Time,Ohio,Binders,0,0,0.7,-22,3,27,28
Office Supplies,Columbus,United States,MB-17305,Maria Bertelson,2019-09-24,CA-2019-113131,43229,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,East,9570,Consumer,2019-09-24,Same Day,Shipped On Time,Ohio,Binders,0,0,0.7,-4,6,7,7
Office Supplies,Kenner,United States,HG-15025,Hunter Glantz,2020-08-13,US-2020-156692,70065,OFF-AP-10002222,Staple holder,South,6021,Consumer,2020-08-13,Same Day,Shipped On Time,Louisiana,Appliances,0,0,0,5,2,17,18
Office Supplies,Columbia,United States,JF-15355,Jay Fein,2020-07-01,CA-2020-152163,29203,OFF-BI-10003364,Binding Machine Supplies,South,4175,Consumer,2020-07-01,Same Day,Shipped On Time,South Carolina,Binders,0,0,0,28,2,58,60
Office Supplies,Columbia,United States,JF-15355,Jay Fein,2020-07-01,CA-2020-152163,29203,OFF-BI-10002215,"Wilson Jones Hanging View Binder, White, 1""",South,4173,Consumer,2020-07-01,Same Day,Shipped On Time,South Carolina,Binders,0,0,0,7,2,14,15
Office Supplies,Columbia,United States,JF-15355,Jay Fein,2020-07-01,CA-2020-152163,29203,OFF-PA-10000788,Xerox 210,South,4174,Consumer,2020-07-01,Same Day,Shipped On Time,South Carolina,Paper,0,0,0,6,2,13,13
Office Supplies,Rock Hill,United States,AP-10915,Arthur Prichep,2018-10-24,CA-2018-113047,29730,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,South,3745,Consumer,2018-10-24,Same Day,Shipped On Time,South Carolina,Fasteners,0,0,0,4,3,12,12
Office Supplies,Athens,United States,JF-15490,Jeremy Farry,2020-05-22,CA-2020-159653,30605,OFF-LA-10004345,Avery 493,South,4724,Consumer,2020-05-22,Same Day,Shipped On Time,Georgia,Labels,0,0,0,7,3,15,15
Office Supplies,Springfield,United States,CA-12265,Christina Anderson,2020-02-07,CA-2020-106894,22153,OFF-LA-10001045,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,South,1730,Consumer,2020-02-07,Same Day,Shipped On Time,Virginia,Labels,0,0,0,4,3,8,8
Office Supplies,Atlanta,United States,JC-15775,John Castell,2021-05-19,US-2021-120607,30318,OFF-PA-10003129,Tops White Computer Printout Paper,South,5053,Consumer,2021-05-19,Same Day,Shipped On Time,Georgia,Paper,0,0,0,92,4,196,202
Office Supplies,Columbia,United States,CL-12565,Clay Ludtke,2018-03-04,CA-2018-116239,29203,OFF-ST-10001370,Sensible Storage WireTech Storage Systems,South,1565,Consumer,2018-03-04,Same Day,Shipped On Time,South Carolina,Storage,0,0,0,18,5,355,367
Office Supplies,Jacksonville,United States,PT-19090,Pete Takahito,2021-10-20,CA-2021-103065,32216,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",South,8239,Consumer,2021-10-20,Same Day,Shipped On Time,Florida,Paper,0,0,0.2,3,1,7,7
Office Supplies,Jacksonville,United States,PT-19090,Pete Takahito,2021-10-20,CA-2021-103065,32216,OFF-AR-10003251,Prang Drawing Pencil Set,South,8240,Consumer,2021-10-20,Same Day,Shipped On Time,Florida,Art,0,0,0.2,1,2,4,5
Office Supplies,Lakeland,United States,RA-19285,Ralph Arnett,2019-10-23,CA-2019-155068,33801,OFF-AR-10002656,Sanford Liquid Accent Highlighters,South,4253,Consumer,2019-10-23,Same Day,Shipped On Time,Florida,Art,0,0,0.2,2,2,11,11
Office Supplies,Tampa,United States,TG-21640,Trudy Glocke,2018-03-31,CA-2018-130428,33614,OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",South,9568,Consumer,2018-03-31,Same Day,Shipped On Time,Florida,Art,0,0,0.2,1,2,4,4
Office Supplies,Jacksonville,United States,ZD-21925,Zuschuss Donatelli,2020-07-08,CA-2020-152471,32216,OFF-PA-10004965,Xerox 1921,South,3816,Consumer,2020-07-08,Same Day,Shipped On Time,Florida,Paper,0,0,0.2,5,2,16,17
Office Supplies,Jacksonville,United States,PT-19090,Pete Takahito,2021-10-20,CA-2021-103065,32216,OFF-ST-10000617,Woodgrain Magazine Files by Perma,South,8238,Consumer,2021-10-20,Same Day,Shipped On Time,Florida,Storage,0,0,0.2,-1,2,5,5
Office Supplies,Fayetteville,United States,ML-18265,Muhammed Lee,2019-05-31,CA-2019-136224,28314,OFF-AR-10003504,Newell 347,South,7379,Consumer,2019-05-31,Same Day,Shipped On Time,North Carolina,Art,0,0,0.2,1,3,10,11
Office Supplies,Homestead,United States,LR-16915,Lena Radford,2020-12-11,US-2020-148803,33030,OFF-ST-10001476,Steel Personal Filing/Posting Tote,South,1136,Consumer,2020-12-11,Same Day,Shipped On Time,Florida,Storage,0,0,0.2,7,3,85,88
Office Supplies,Jacksonville,United States,CS-11860,Cari Schnelling,2021-06-02,CA-2021-158883,28540,OFF-PA-10004733,Things To Do Today Spiral Book,South,4769,Consumer,2021-06-03,Same Day,Shipped Late,North Carolina,Paper,1,0,0.2,9,4,25,26
Office Supplies,Columbia,United States,SJ-20215,Sarah Jordon,2021-08-16,CA-2021-122987,38401,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,South,7268,Consumer,2021-08-16,Same Day,Shipped On Time,Tennessee,Storage,0,0,0.2,-1,4,67,69
Office Supplies,Apopka,United States,CK-12205,Chloris Kastensmidt,2018-07-28,CA-2018-131541,32712,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",South,5687,Consumer,2018-07-28,Same Day,Shipped On Time,Florida,Fasteners,0,0,0.2,5,5,14,15
Office Supplies,Charlotte,United States,MB-18085,Mick Brown,2021-05-06,CA-2021-144498,28205,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",South,6637,Consumer,2021-05-06,Same Day,Shipped On Time,North Carolina,Labels,0,0,0.2,40,5,122,126
Office Supplies,Apopka,United States,CK-12205,Chloris Kastensmidt,2018-07-28,CA-2018-131541,32712,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",South,5689,Consumer,2018-07-28,Same Day,Shipped On Time,Florida,Envelopes,0,0,0.2,17,7,49,51
Office Supplies,Wilmington,United States,BD-11620,Brian DeCherney,2018-06-30,CA-2018-152254,28403,OFF-PA-10001144,Xerox 1913,South,8397,Consumer,2018-06-30,Same Day,Shipped On Time,North Carolina,Paper,0,0,0.2,109,7,311,322
Office Supplies,Plantation,United States,DC-13285,Debra Catini,2019-03-22,CA-2019-117884,33317,OFF-ST-10002182,"Iris 3-Drawer Stacking Bin, Black",South,8557,Consumer,2019-03-22,Same Day,Shipped On Time,Florida,Storage,0,0,0.2,-34,9,150,156
Office Supplies,Columbia,United States,SJ-20215,Sarah Jordon,2021-08-16,CA-2021-122987,38401,OFF-BI-10002824,Recycled Easel Ring Binders,South,7267,Consumer,2021-08-16,Same Day,Shipped On Time,Tennessee,Binders,0,0,0.7,-11,3,13,14
Office Supplies,Boynton Beach,United States,PG-18820,Patrick Gardner,2020-10-28,CA-2020-144344,33437,OFF-BI-10003719,Large Capacity Hanging Post Binders,South,1236,Consumer,2020-10-28,Same Day,Shipped On Time,Florida,Binders,0,0,0.7,-30,5,37,39
Office Supplies,Tampa,United States,TG-21640,Trudy Glocke,2018-03-31,CA-2018-130428,33614,OFF-BI-10001636,Ibico Plastic and Wire Spiral Binding Combs,South,9567,Consumer,2018-03-31,Same Day,Shipped On Time,Florida,Binders,0,0,0.7,-10,5,13,13
Office Supplies,Charlotte,United States,MB-18085,Mick Brown,2021-05-06,CA-2021-144498,28205,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,South,6635,Consumer,2021-05-06,Same Day,Shipped On Time,North Carolina,Binders,0,0,0.7,-53,11,69,71
Office Supplies,Murray,United States,SF-20200,Sarah Foster,2021-07-21,US-2021-158505,84107,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",West,4274,Consumer,2021-07-21,Same Day,Shipped On Time,Utah,Art,0,0,0,8,1,26,27
Office Supplies,Anaheim,United States,WB-21850,William Brown,2020-12-11,CA-2020-165330,92804,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",West,7053,Consumer,2020-12-11,Same Day,Shipped On Time,California,Paper,0,0,0,14,1,31,32
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,2019-10-31,CA-2019-164882,92374,OFF-PA-10000157,Xerox 191,West,2108,Consumer,2019-10-31,Same Day,Shipped On Time,California,Paper,0,0,0,9,1,20,21
Office Supplies,San Francisco,United States,PR-18880,Patrick Ryan,2021-11-24,CA-2021-162250,94109,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",West,9123,Consumer,2021-11-24,Same Day,Shipped On Time,California,Paper,0,0,0,4,1,8,8
Office Supplies,Seattle,United States,RP-19390,Resi Pölking,2018-09-13,CA-2018-142769,98103,OFF-PA-10002923,Xerox 1942,West,8657,Consumer,2018-09-13,Same Day,Shipped On Time,Washington,Paper,0,0,0,24,1,49,51
Office Supplies,Seattle,United States,MS-17530,MaryBeth Skach,2020-10-22,CA-2020-169887,98105,OFF-PA-10003001,Xerox 1986,West,6580,Consumer,2020-10-22,Same Day,Shipped On Time,Washington,Paper,0,0,0,3,1,7,7
Office Supplies,Anaheim,United States,WB-21850,William Brown,2020-12-11,CA-2020-165330,92804,OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,West,7060,Consumer,2020-12-11,Same Day,Shipped On Time,California,Appliances,0,0,0,24,2,83,86
Office Supplies,Seattle,United States,RP-19390,Resi Pölking,2018-09-13,CA-2018-142769,98103,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",West,8658,Consumer,2018-09-13,Same Day,Shipped On Time,Washington,Appliances,0,0,0,10,2,23,23
Office Supplies,Anaheim,United States,WB-21850,William Brown,2020-12-11,CA-2020-165330,92804,OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,West,7052,Consumer,2020-12-11,Same Day,Shipped On Time,California,Art,0,0,0,6,2,23,24
Office Supplies,Los Angeles,United States,TB-21400,Tom Boeckenhauer,2021-03-30,US-2021-120147,90036,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,West,7503,Consumer,2021-03-30,Same Day,Shipped On Time,California,Art,0,0,0,2,2,6,6
Office Supplies,Seattle,United States,LL-16840,Lauren Leatherbury,2019-06-04,CA-2019-164833,98105,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",West,1817,Consumer,2019-06-04,Same Day,Shipped On Time,Washington,Art,0,0,0,3,2,9,10
Office Supplies,Seattle,United States,LL-16840,Lauren Leatherbury,2019-06-04,CA-2019-164833,98105,OFF-LA-10000443,Avery 501,West,1816,Consumer,2019-06-04,Same Day,Shipped On Time,Washington,Labels,0,0,0,3,2,7,8
Office Supplies,Los Angeles,United States,JE-15745,Joel Eaton,2020-10-08,US-2020-162026,90036,OFF-PA-10000167,Xerox 1925,West,5507,Consumer,2020-10-08,Same Day,Shipped On Time,California,Paper,0,0,0,28,2,62,64
Office Supplies,Seattle,United States,TP-21415,Tom Prescott,2021-09-17,CA-2021-137470,98115,OFF-PA-10002001,Xerox 1984,West,2268,Consumer,2021-09-17,Same Day,Shipped On Time,Washington,Paper,0,0,0,6,2,13,13
Office Supplies,Los Angeles,United States,CM-12190,Charlotte Melton,2019-10-17,CA-2019-152527,90004,OFF-ST-10003479,"Eldon Base for stackable storage shelf, platinum",West,3405,Consumer,2019-10-17,Same Day,Shipped On Time,California,Storage,0,0,0,4,2,78,81
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,2019-10-31,CA-2019-164882,92374,OFF-ST-10003638,Mobile Personal File Cube,West,2115,Consumer,2019-10-31,Same Day,Shipped On Time,California,Storage,0,0,0,13,2,47,48
Office Supplies,San Francisco,United States,MM-17920,Michael Moore,2021-01-30,CA-2021-164329,94109,OFF-ST-10001511,Space Solutions Commercial Steel Shelving,West,2922,Consumer,2021-01-30,Same Day,Shipped On Time,California,Storage,0,0,0,6,2,129,134
Office Supplies,Seattle,United States,RP-19390,Resi Pölking,2018-09-13,CA-2018-142769,98103,OFF-SU-10001574,Acme Value Line Scissors,West,8653,Consumer,2018-09-13,Same Day,Shipped On Time,Washington,Supplies,0,0,0,2,2,7,8
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,2019-10-31,CA-2019-164882,92374,OFF-AR-10004272,Newell 308,West,2110,Consumer,2019-10-31,Same Day,Shipped On Time,California,Art,0,0,0,1,3,5,5
Office Supplies,San Francisco,United States,JK-15370,Jay Kimmel,2021-08-13,US-2021-103828,94122,OFF-AR-10000588,Newell 345,West,2866,Consumer,2021-08-13,Same Day,Shipped On Time,California,Art,0,0,0,15,3,60,62
Office Supplies,Seattle,United States,MS-17530,MaryBeth Skach,2020-10-22,CA-2020-169887,98105,OFF-AR-10002766,Prang Drawing Pencil Set,West,6581,Consumer,2020-10-22,Same Day,Shipped On Time,Washington,Art,0,0,0,2,3,8,9
Office Supplies,Redlands,United States,CM-12445,Chuck Magee,2020-09-26,CA-2020-145898,92374,OFF-LA-10000262,Avery 494,West,5214,Consumer,2020-09-26,Same Day,Shipped On Time,California,Labels,0,0,0,4,3,8,8
Office Supplies,Seattle,United States,LP-17080,Liz Pelletier,2021-05-11,CA-2021-133823,98103,OFF-LA-10004545,Avery 50,West,4123,Consumer,2021-05-12,Same Day,Shipped Late,Washington,Labels,1,0,0,18,3,38,39
Office Supplies,Los Angeles,United States,DV-13465,Dianna Vittorini,2021-06-11,US-2021-152002,90004,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",West,1569,Consumer,2021-06-11,Same Day,Shipped On Time,California,Paper,0,0,0,60,3,123,127
Office Supplies,Los Angeles,United States,JF-15490,Jeremy Farry,2018-10-19,CA-2018-117317,90032,OFF-PA-10004519,Spiral Phone Message Books with Labels by Adams,West,1594,Consumer,2018-10-19,Same Day,Shipped On Time,California,Paper,0,0,0,7,3,13,14
Office Supplies,San Diego,United States,TC-21295,Toby Carlisle,2021-12-03,CA-2021-136875,92024,OFF-PA-10000357,Xerox 1888,West,2675,Consumer,2021-12-03,Same Day,Shipped On Time,California,Paper,0,0,0,80,3,166,172
Office Supplies,Seattle,United States,JF-15415,Jennifer Ferguson,2021-09-11,US-2021-142188,98105,OFF-PA-10002005,Xerox 225,West,6233,Consumer,2021-09-11,Same Day,Shipped On Time,Washington,Paper,0,0,0,9,3,19,20
Office Supplies,Anaheim,United States,WB-21850,William Brown,2020-12-11,CA-2020-165330,92804,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,West,7059,Consumer,2020-12-11,Same Day,Shipped On Time,California,Storage,0,0,0,2,3,50,52
Office Supplies,Redlands,United States,CM-12445,Chuck Magee,2020-09-26,CA-2020-145898,92374,OFF-ST-10004507,Advantus Rolling Storage Box,West,5213,Consumer,2020-09-26,Same Day,Shipped On Time,California,Storage,0,0,0,14,3,51,53
Office Supplies,San Francisco,United States,JK-15370,Jay Kimmel,2021-08-13,US-2021-103828,94122,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,2864,Consumer,2021-08-13,Same Day,Shipped On Time,California,Storage,0,0,0,8,3,31,33
Office Supplies,Seattle,United States,MW-18220,Mitch Webber,2021-12-13,CA-2021-107986,98103,OFF-ST-10001325,Sterilite Officeware Hinged File Box,West,6192,Consumer,2021-12-13,Same Day,Shipped On Time,Washington,Storage,0,0,0,8,3,31,33
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,2019-10-31,CA-2019-164882,92374,OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,West,2113,Consumer,2019-10-31,Same Day,Shipped On Time,California,Supplies,0,0,0,8,3,30,31
Office Supplies,Chula Vista,United States,TT-21220,Thomas Thornton,2020-11-04,CA-2020-146766,91911,OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,West,6135,Consumer,2020-11-04,Same Day,Shipped On Time,California,Art,0,0,0,56,4,193,200
Office Supplies,San Francisco,United States,JM-16195,Justin MacKendrick,2019-11-05,CA-2019-145485,94109,OFF-ST-10000649,Hanging Personal Folder File,West,5074,Consumer,2019-11-05,Same Day,Shipped On Time,California,Storage,0,0,0,16,4,63,65
Office Supplies,San Francisco,United States,JK-15370,Jay Kimmel,2021-08-13,US-2021-103828,94122,OFF-SU-10000946,Staple remover,West,2867,Consumer,2021-08-13,Same Day,Shipped On Time,California,Supplies,0,0,0,9,4,32,33
Office Supplies,San Francisco,United States,CB-12025,Cassandra Brandow,2021-09-11,CA-2021-144484,94110,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,West,5271,Consumer,2021-09-11,Same Day,Shipped On Time,California,Appliances,0,0,0,114,5,407,421
Office Supplies,Redlands,United States,CM-12445,Chuck Magee,2020-09-26,CA-2020-145898,92374,OFF-AR-10002445,SANFORD Major Accent Highlighters,West,5215,Consumer,2020-09-26,Same Day,Shipped On Time,California,Art,0,0,0,13,5,35,37
Office Supplies,Redlands,United States,SG-20080,Sandra Glassco,2019-10-31,CA-2019-164882,92374,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,West,2111,Consumer,2019-10-31,Same Day,Shipped On Time,California,Fasteners,0,0,0,8,5,17,18
Office Supplies,Seattle,United States,RP-19390,Resi Pölking,2018-09-13,CA-2018-142769,98103,OFF-FA-10000840,OIC Thumb-Tacks,West,8651,Consumer,2018-09-13,Same Day,Shipped On Time,Washington,Fasteners,0,0,0,3,5,6,6
Office Supplies,Redlands,United States,CM-12445,Chuck Magee,2020-09-26,CA-2020-145898,92374,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),West,5216,Consumer,2020-09-26,Same Day,Shipped On Time,California,Paper,0,0,0,13,5,30,31
Office Supplies,Seattle,United States,LP-17080,Liz Pelletier,2021-05-11,CA-2021-133823,98103,OFF-PA-10002870,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,4122,Consumer,2021-05-12,Same Day,Shipped Late,Washington,Paper,1,0,0,17,6,37,39
Office Supplies,San Francisco,United States,JK-15370,Jay Kimmel,2021-08-13,US-2021-103828,94122,OFF-AP-10004249,Staple holder,West,2865,Consumer,2021-08-13,Same Day,Shipped On Time,California,Appliances,0,0,0,23,7,84,87
Office Supplies,Spokane,United States,JF-15415,Jennifer Ferguson,2019-04-05,CA-2019-102855,99207,OFF-AR-10002467,Dixon Ticonderoga Pencils,West,9005,Consumer,2019-04-06,Same Day,Shipped Late,Washington,Art,1,0,0,6,8,24,25
Office Supplies,Seattle,United States,JF-15415,Jennifer Ferguson,2021-09-11,US-2021-142188,98105,OFF-PA-10004101,Xerox 1894,West,6234,Consumer,2021-09-11,Same Day,Shipped On Time,Washington,Paper,0,0,0,34,11,71,74
Office Supplies,Anaheim,United States,WB-21850,William Brown,2020-12-11,CA-2020-165330,92804,OFF-BI-10002897,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",West,7061,Consumer,2020-12-11,Same Day,Shipped On Time,California,Binders,0,0,0.2,2,2,6,6
Office Supplies,San Francisco,United States,TT-21220,Thomas Thornton,2019-08-08,CA-2019-168564,94109,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",West,2931,Consumer,2019-08-08,Same Day,Shipped On Time,California,Binders,0,0,0.2,2,2,7,7
Office Supplies,San Francisco,United States,TT-21220,Thomas Thornton,2019-08-08,CA-2019-168564,94109,OFF-BI-10002557,Presstex Flexible Ring Binders,West,2932,Consumer,2019-08-08,Same Day,Shipped On Time,California,Binders,0,0,0.2,3,2,7,8
